Sample ID,Repo,PR #,PR URL,Disclosure Present,Disclosure Classification,Notes
"ory/oathkeeper#1073","ory/oathkeeper","1073","https://github.com/ory/oathkeeper/pull/1073","No","None",""
"ory/oathkeeper#1272","ory/oathkeeper","1272","https://github.com/ory/oathkeeper/pull/1272","No","None","Using CodeRabbit"
"openedx/openedx-platform#38658","openedx/openedx-platform","38658","https://github.com/openedx/openedx-platform/pull/38658","No","None","Copilot AI review"
"openedx/openedx-platform#38509","openedx/openedx-platform","38509","https://github.com/openedx/openedx-platform/pull/38509","No","None",""
"openedx/openedx-platform#38363","openedx/openedx-platform","38363","https://github.com/openedx/openedx-platform/pull/38363","No","None",""
"openedx/openedx-platform#38109","openedx/openedx-platform","38109","https://github.com/openedx/openedx-platform/pull/38109","No","None",""
"openedx/openedx-platform#38887","openedx/openedx-platform","38887","https://github.com/openedx/openedx-platform/pull/38887","No","None",""
"openedx/openedx-platform#38366","openedx/openedx-platform","38366","https://github.com/openedx/openedx-platform/pull/38366","No","None",""
"openedx/openedx-platform#38550","openedx/openedx-platform","38550","https://github.com/openedx/openedx-platform/pull/38550","No","None",""
"openedx/openedx-platform#38669","openedx/openedx-platform","38669","https://github.com/openedx/openedx-platform/pull/38669","No","None",""
"openedx/openedx-platform#38489","openedx/openedx-platform","38489","https://github.com/openedx/openedx-platform/pull/38489","Yes","Positive","Generated with Claude"
"openedx/openedx-platform#38877","openedx/openedx-platform","38877","https://github.com/openedx/openedx-platform/pull/38877","No","None",""
"openedx/openedx-platform#38821","openedx/openedx-platform","38821","https://github.com/openedx/openedx-platform/pull/38821","No","None",""
"openedx/openedx-platform#38645","openedx/openedx-platform","38645","https://github.com/openedx/openedx-platform/pull/38645","No","None",""
"openedx/openedx-platform#38480","openedx/openedx-platform","38480","https://github.com/openedx/openedx-platform/pull/38480","No","None",""
"openedx/openedx-platform#38548","openedx/openedx-platform","38548","https://github.com/openedx/openedx-platform/pull/38548","No","None",""
"openedx/openedx-platform#38743","openedx/openedx-platform","38743","https://github.com/openedx/openedx-platform/pull/38743","No","None",""
"openedx/openedx-platform#38850","openedx/openedx-platform","38850","https://github.com/openedx/openedx-platform/pull/38850","No","None",""
"openedx/openedx-platform#39033","openedx/openedx-platform","39033","https://github.com/openedx/openedx-platform/pull/39033","No","None",""
"openedx/openedx-platform#38890","openedx/openedx-platform","38890","https://github.com/openedx/openedx-platform/pull/38890","No","None",""
"openedx/openedx-platform#38697","openedx/openedx-platform","38697","https://github.com/openedx/openedx-platform/pull/38697","No","None",""
"openedx/openedx-platform#38498","openedx/openedx-platform","38498","https://github.com/openedx/openedx-platform/pull/38498","No","None",""
"pandas-dev/pandas#62961","pandas-dev/pandas","62961","https://github.com/pandas-dev/pandas/pull/62961","No","None",""
"pandas-dev/pandas#65604","pandas-dev/pandas","65604","https://github.com/pandas-dev/pandas/pull/65604","Yes","Positive",""
"pandas-dev/pandas#66648","pandas-dev/pandas","66648","https://github.com/pandas-dev/pandas/pull/66648","No","None",""
"pandas-dev/pandas#66710","pandas-dev/pandas","66710","https://github.com/pandas-dev/pandas/pull/66710","No","None",""
"pandas-dev/pandas#65949","pandas-dev/pandas","65949","https://github.com/pandas-dev/pandas/pull/65949","Yes","Positive",""
"pandas-dev/pandas#65526","pandas-dev/pandas","65526","https://github.com/pandas-dev/pandas/pull/65526","Yes","Positive",""
"pandas-dev/pandas#67273","pandas-dev/pandas","67273","https://github.com/pandas-dev/pandas/pull/67273","No","None",""
"pandas-dev/pandas#64645","pandas-dev/pandas","64645","https://github.com/pandas-dev/pandas/pull/64645","No","None",""
"pandas-dev/pandas#65722","pandas-dev/pandas","65722","https://github.com/pandas-dev/pandas/pull/65722","No","None",""
"pandas-dev/pandas#66589","pandas-dev/pandas","66589","https://github.com/pandas-dev/pandas/pull/66589","No","None",""
"pandas-dev/pandas#65822","pandas-dev/pandas","65822","https://github.com/pandas-dev/pandas/pull/65822","No","None",""
"pandas-dev/pandas#63602","pandas-dev/pandas","63602","https://github.com/pandas-dev/pandas/pull/63602","Yes","Positive","prompted to follow Agents.md"
"pandas-dev/pandas#65948","pandas-dev/pandas","65948","https://github.com/pandas-dev/pandas/pull/65948","Yes","Positive","generated w Claude"
"pandas-dev/pandas#65602","pandas-dev/pandas","65602","https://github.com/pandas-dev/pandas/pull/65602","Yes","Positive",""
"pandas-dev/pandas#66175","pandas-dev/pandas","66175","https://github.com/pandas-dev/pandas/pull/66175","No","None",""
"pandas-dev/pandas#65886","pandas-dev/pandas","65886","https://github.com/pandas-dev/pandas/pull/65886","No","None",""
"pandas-dev/pandas#65890","pandas-dev/pandas","65890","https://github.com/pandas-dev/pandas/pull/65890","No","None",""
"pandas-dev/pandas#65582","pandas-dev/pandas","65582","https://github.com/pandas-dev/pandas/pull/65582","Yes","Positive",""
"pandas-dev/pandas#66124","pandas-dev/pandas","66124","https://github.com/pandas-dev/pandas/pull/66124","No","None",""
"pandas-dev/pandas#65594","pandas-dev/pandas","65594","https://github.com/pandas-dev/pandas/pull/65594","Yes","Positive",""
"cybertec-postgresql/pgwatch#1483","cybertec-postgresql/pgwatch","1483","https://github.com/cybertec-postgresql/pgwatch/pull/1483","Yes","Positive",""
"cybertec-postgresql/pgwatch#1489","cybertec-postgresql/pgwatch","1489","https://github.com/cybertec-postgresql/pgwatch/pull/1489","No","None",""
"cybertec-postgresql/pgwatch#1501","cybertec-postgresql/pgwatch","1501","https://github.com/cybertec-postgresql/pgwatch/pull/1501","No","None",""
"cybertec-postgresql/pgwatch#1239","cybertec-postgresql/pgwatch","1239","https://github.com/cybertec-postgresql/pgwatch/pull/1239","No","None",""
"cybertec-postgresql/pgwatch#1437","cybertec-postgresql/pgwatch","1437","https://github.com/cybertec-postgresql/pgwatch/pull/1437","No","None",""
"cybertec-postgresql/pgwatch#1454","cybertec-postgresql/pgwatch","1454","https://github.com/cybertec-postgresql/pgwatch/pull/1454","Yes","Negative",""
"cybertec-postgresql/pgwatch#1389","cybertec-postgresql/pgwatch","1389","https://github.com/cybertec-postgresql/pgwatch/pull/1389","No","None",""
"cybertec-postgresql/pgwatch#1531","cybertec-postgresql/pgwatch","1531","https://github.com/cybertec-postgresql/pgwatch/pull/1531","No","None",""
"cybertec-postgresql/pgwatch#1456","cybertec-postgresql/pgwatch","1456","https://github.com/cybertec-postgresql/pgwatch/pull/1456","No","None",""
"cybertec-postgresql/pgwatch#1417","cybertec-postgresql/pgwatch","1417","https://github.com/cybertec-postgresql/pgwatch/pull/1417","No","None",""
"cybertec-postgresql/pgwatch#1436","cybertec-postgresql/pgwatch","1436","https://github.com/cybertec-postgresql/pgwatch/pull/1436","No","None",""
"cybertec-postgresql/pgwatch#1499","cybertec-postgresql/pgwatch","1499","https://github.com/cybertec-postgresql/pgwatch/pull/1499","No","None",""
"cybertec-postgresql/pgwatch#1477","cybertec-postgresql/pgwatch","1477","https://github.com/cybertec-postgresql/pgwatch/pull/1477","No","None",""
"cybertec-postgresql/pgwatch#1445","cybertec-postgresql/pgwatch","1445","https://github.com/cybertec-postgresql/pgwatch/pull/1445","No","None",""
"cybertec-postgresql/pgwatch#1439","cybertec-postgresql/pgwatch","1439","https://github.com/cybertec-postgresql/pgwatch/pull/1439","Yes","Negative",""
"cybertec-postgresql/pgwatch#1517","cybertec-postgresql/pgwatch","1517","https://github.com/cybertec-postgresql/pgwatch/pull/1517","No","None",""
"cybertec-postgresql/pgwatch#1502","cybertec-postgresql/pgwatch","1502","https://github.com/cybertec-postgresql/pgwatch/pull/1502","No","None",""
"cybertec-postgresql/pgwatch#1408","cybertec-postgresql/pgwatch","1408","https://github.com/cybertec-postgresql/pgwatch/pull/1408","No","None",""
"cybertec-postgresql/pgwatch#1481","cybertec-postgresql/pgwatch","1481","https://github.com/cybertec-postgresql/pgwatch/pull/1481","No","None",""
"cybertec-postgresql/pgwatch#1418","cybertec-postgresql/pgwatch","1418","https://github.com/cybertec-postgresql/pgwatch/pull/1418","Yes","Positive",""
"qgis/qgis#67087","qgis/qgis","67087","https://github.com/qgis/QGIS/pull/67087","No","None",""
"qgis/qgis#66804","qgis/qgis","66804","https://github.com/qgis/QGIS/pull/66804","Yes","Negative",""
"qgis/qgis#67209","qgis/qgis","67209","https://github.com/qgis/QGIS/pull/67209","No","None","Use of Pr template but did not complete it"
"qgis/qgis#66242","qgis/qgis","66242","https://github.com/qgis/QGIS/pull/66242","Yes","Negative","no tick"
"qgis/qgis#66603","qgis/qgis","66603","https://github.com/qgis/QGIS/pull/66603","Yes","Negative",""
"qgis/qgis#66136","qgis/qgis","66136","https://github.com/qgis/QGIS/pull/66136","No","None",""
"qgis/qgis#66097","qgis/qgis","66097","https://github.com/qgis/QGIS/pull/66097","No","None",""
"qgis/qgis#66824","qgis/qgis","66824","https://github.com/qgis/QGIS/pull/66824","Yes","Positive",""
"qgis/qgis#67127","qgis/qgis","67127","https://github.com/qgis/QGIS/pull/67127","Yes","Positive",""
"qgis/qgis#66493","qgis/qgis","66493","https://github.com/qgis/QGIS/pull/66493","No","None",""
"qgis/qgis#66542","qgis/qgis","66542","https://github.com/qgis/QGIS/pull/66542","Yes","Negative",""
"qgis/qgis#67013","qgis/qgis","67013","https://github.com/qgis/QGIS/pull/67013","Yes","Negative","no tick"
"qgis/qgis#66335","qgis/qgis","66335","https://github.com/qgis/QGIS/pull/66335","Yes","Negative",""
"qgis/qgis#66743","qgis/qgis","66743","https://github.com/qgis/QGIS/pull/66743","No","None",""
"qgis/qgis#66058","qgis/qgis","66058","https://github.com/qgis/QGIS/pull/66058","No","None",""
"qgis/qgis#66435","qgis/qgis","66435","https://github.com/qgis/QGIS/pull/66435","Yes","Negative",""
"qgis/qgis#67055","qgis/qgis","67055","https://github.com/qgis/QGIS/pull/67055","Yes","Positive",""
"qgis/qgis#66595","qgis/qgis","66595","https://github.com/qgis/QGIS/pull/66595","No","None",""
"qgis/qgis#65347","qgis/qgis","65347","https://github.com/qgis/QGIS/pull/65347","Yes","Positive",""
"qgis/qgis#66571","qgis/qgis","66571","https://github.com/qgis/QGIS/pull/66571","Yes","Positive","no tool indicated"
"scipy/scipy#24893","scipy/scipy","24893","https://github.com/scipy/scipy/pull/24893","Yes","Positive",""
"scipy/scipy#25673","scipy/scipy","25673","https://github.com/scipy/scipy/pull/25673","Yes","Negative",""
"scipy/scipy#26047","scipy/scipy","26047","https://github.com/scipy/scipy/pull/26047","No","None",""
"scipy/scipy#25161","scipy/scipy","25161","https://github.com/scipy/scipy/pull/25161","Yes","Positive",""
"scipy/scipy#25266","scipy/scipy","25266","https://github.com/scipy/scipy/pull/25266","Yes","Positive",""
"scipy/scipy#22049","scipy/scipy","22049","https://github.com/scipy/scipy/pull/22049","No","None",""
"scipy/scipy#26029","scipy/scipy","26029","https://github.com/scipy/scipy/pull/26029","Yes","Negative",""
"scipy/scipy#25917","scipy/scipy","25917","https://github.com/scipy/scipy/pull/25917","Yes","Positive",""
"scipy/scipy#26027","scipy/scipy","26027","https://github.com/scipy/scipy/pull/26027","Yes","Positive",""
"scipy/scipy#25515","scipy/scipy","25515","https://github.com/scipy/scipy/pull/25515","Yes","Negative",""
"scipy/scipy#25511","scipy/scipy","25511","https://github.com/scipy/scipy/pull/25511","No","None",""
"scipy/scipy#25554","scipy/scipy","25554","https://github.com/scipy/scipy/pull/25554","Yes","Positive",""
"scipy/scipy#25102","scipy/scipy","25102","https://github.com/scipy/scipy/pull/25102","Yes","Positive",""
"scipy/scipy#25386","scipy/scipy","25386","https://github.com/scipy/scipy/pull/25386","Yes","Positive",""
"scipy/scipy#25270","scipy/scipy","25270","https://github.com/scipy/scipy/pull/25270","Yes","Negative",""
"scipy/scipy#25580","scipy/scipy","25580","https://github.com/scipy/scipy/pull/25580","No","None",""
"scipy/scipy#25936","scipy/scipy","25936","https://github.com/scipy/scipy/pull/25936","No","None",""
"scipy/scipy#25462","scipy/scipy","25462","https://github.com/scipy/scipy/pull/25462","No","None",""
"scipy/scipy#25575","scipy/scipy","25575","https://github.com/scipy/scipy/pull/25575","Yes","Positive",""
"scipy/scipy#25908","scipy/scipy","25908","https://github.com/scipy/scipy/pull/25908","Yes","Negative",""
"StacDev/stac#477","StacDev/stac","477","https://github.com/StacDev/stac/pull/477","No","None","CodeRabbit"
"StacDev/stac#481","StacDev/stac","481","https://github.com/StacDev/stac/pull/481","No","None",""
"StacDev/stac#475","StacDev/stac","475","https://github.com/StacDev/stac/pull/475","No","None","CodeRabbit"
"StacDev/stac#472","StacDev/stac","472","https://github.com/StacDev/stac/pull/472","No","None",""
"StacDev/stac#484","StacDev/stac","484","https://github.com/StacDev/stac/pull/484","No","None",""
"StacDev/stac#487","StacDev/stac","487","https://github.com/StacDev/stac/pull/487","No","None","CodeRabbit"
"StacDev/stac#485","StacDev/stac","485","https://github.com/StacDev/stac/pull/485","No","None",""
"StacDev/stac#478","StacDev/stac","478","https://github.com/StacDev/stac/pull/478","No","None",""
"StacDev/stac#476","StacDev/stac","476","https://github.com/StacDev/stac/pull/476","No","None",""
"StacDev/stac#453","StacDev/stac","453","https://github.com/StacDev/stac/pull/453","No","None",""
"pola-rs/polars#28949","pola-rs/polars","28949","https://github.com/pola-rs/polars/pull/28949","Yes","Ambiguous","""this pr was written by hand"""
"pola-rs/polars#28568","pola-rs/polars","28568","https://github.com/pola-rs/polars/pull/28568","Yes","Positive",""
"pola-rs/polars#28320","pola-rs/polars","28320","https://github.com/pola-rs/polars/pull/28320","No","None",""
"pola-rs/polars#28576","pola-rs/polars","28576","https://github.com/pola-rs/polars/pull/28576","No","None",""
"pola-rs/polars#27830","pola-rs/polars","27830","https://github.com/pola-rs/polars/pull/27830","No","None",""
"pola-rs/polars#28598","pola-rs/polars","28598","https://github.com/pola-rs/polars/pull/28598","No","None",""
"pola-rs/polars#28048","pola-rs/polars","28048","https://github.com/pola-rs/polars/pull/28048","No","None",""
"pola-rs/polars#27530","pola-rs/polars","27530","https://github.com/pola-rs/polars/pull/27530","Yes","Positive",""
"pola-rs/polars#27602","pola-rs/polars","27602","https://github.com/pola-rs/polars/pull/27602","No","None",""
"pola-rs/polars#28042","pola-rs/polars","28042","https://github.com/pola-rs/polars/pull/28042","No","None",""
"pola-rs/polars#26913","pola-rs/polars","26913","https://github.com/pola-rs/polars/pull/26913","Yes","Positive",""
"pola-rs/polars#27593","pola-rs/polars","27593","https://github.com/pola-rs/polars/pull/27593","No","None",""
"pola-rs/polars#27746","pola-rs/polars","27746","https://github.com/pola-rs/polars/pull/27746","No","None",""
"pola-rs/polars#28648","pola-rs/polars","28648","https://github.com/pola-rs/polars/pull/28648","Yes","Positive",""
"pola-rs/polars#28623","pola-rs/polars","28623","https://github.com/pola-rs/polars/pull/28623","No","None",""
"pola-rs/polars#28754","pola-rs/polars","28754","https://github.com/pola-rs/polars/pull/28754","No","None",""
"pola-rs/polars#28101","pola-rs/polars","28101","https://github.com/pola-rs/polars/pull/28101","No","None",""
"pola-rs/polars#29035","pola-rs/polars","29035","https://github.com/pola-rs/polars/pull/29035","Yes","Positive",""
"pola-rs/polars#27772","pola-rs/polars","27772","https://github.com/pola-rs/polars/pull/27772","No","None",""
"pola-rs/polars#27785","pola-rs/polars","27785","https://github.com/pola-rs/polars/pull/27785","No","None",""
"processing/p5.js#8801","processing/p5.js","8801","https://github.com/processing/p5.js/pull/8801","No","None",""
"processing/p5.js#9024","processing/p5.js","9024","https://github.com/processing/p5.js/pull/9024","No","None",""
"processing/p5.js#8808","processing/p5.js","8808","https://github.com/processing/p5.js/pull/8808","No","None",""
"processing/p5.js#8996","processing/p5.js","8996","https://github.com/processing/p5.js/pull/8996","No","None",""
"processing/p5.js#8874","processing/p5.js","8874","https://github.com/processing/p5.js/pull/8874","No","None",""
"processing/p5.js#8805","processing/p5.js","8805","https://github.com/processing/p5.js/pull/8805","No","None",""
"processing/p5.js#8753","processing/p5.js","8753","https://github.com/processing/p5.js/pull/8753","No","None",""
"processing/p5.js#8785","processing/p5.js","8785","https://github.com/processing/p5.js/pull/8785","No","None",""
"processing/p5.js#9082","processing/p5.js","9082","https://github.com/processing/p5.js/pull/9082","No","None",""
"processing/p5.js#8997","processing/p5.js","8997","https://github.com/processing/p5.js/pull/8997","No","None",""
"processing/p5.js#9060","processing/p5.js","9060","https://github.com/processing/p5.js/pull/9060","No","None","closed does not comply with AI policy"
"processing/p5.js#8912","processing/p5.js","8912","https://github.com/processing/p5.js/pull/8912","No","None",""
"processing/p5.js#8974","processing/p5.js","8974","https://github.com/processing/p5.js/pull/8974","No","None",""
"processing/p5.js#8923","processing/p5.js","8923","https://github.com/processing/p5.js/pull/8923","No","None",""
"processing/p5.js#9061","processing/p5.js","9061","https://github.com/processing/p5.js/pull/9061","No","None",""
"processing/p5.js#9083","processing/p5.js","9083","https://github.com/processing/p5.js/pull/9083","No","None",""
"processing/p5.js#9055","processing/p5.js","9055","https://github.com/processing/p5.js/pull/9055","No","None",""
"processing/p5.js#9047","processing/p5.js","9047","https://github.com/processing/p5.js/pull/9047","No","None","account banned"
"processing/p5.js#8842","processing/p5.js","8842","https://github.com/processing/p5.js/pull/8842","No","None",""
"processing/p5.js#8892","processing/p5.js","8892","https://github.com/processing/p5.js/pull/8892","No","None",""
"qutip/qutip#2955","qutip/qutip","2955","https://github.com/qutip/qutip/pull/2955","Yes","Negative",""
"qutip/qutip#2896","qutip/qutip","2896","https://github.com/qutip/qutip/pull/2896","No","None",""
"qutip/qutip#2902","qutip/qutip","2902","https://github.com/qutip/qutip/pull/2902","No","None","Reviewer comment"
"qutip/qutip#2909","qutip/qutip","2909","https://github.com/qutip/qutip/pull/2909","No","None",""
"qutip/qutip#2987","qutip/qutip","2987","https://github.com/qutip/qutip/pull/2987","Yes","Negative",""
"qutip/qutip#2963","qutip/qutip","2963","https://github.com/qutip/qutip/pull/2963","No","None",""
"qutip/qutip#2570","qutip/qutip","2570","https://github.com/qutip/qutip/pull/2570","No","None",""
"qutip/qutip#2946","qutip/qutip","2946","https://github.com/qutip/qutip/pull/2946","No","None",""
"qutip/qutip#2875","qutip/qutip","2875","https://github.com/qutip/qutip/pull/2875","No","None",""
"qutip/qutip#2852","qutip/qutip","2852","https://github.com/qutip/qutip/pull/2852","Yes","Positive",""
"qutip/qutip#2949","qutip/qutip","2949","https://github.com/qutip/qutip/pull/2949","Yes","Negative",""
"qutip/qutip#2980","qutip/qutip","2980","https://github.com/qutip/qutip/pull/2980","Yes","Negative",""
"qutip/qutip#2964","qutip/qutip","2964","https://github.com/qutip/qutip/pull/2964","Yes","Positive",""
"qutip/qutip#2969","qutip/qutip","2969","https://github.com/qutip/qutip/pull/2969","Yes","Positive",""
"qutip/qutip#2935","qutip/qutip","2935","https://github.com/qutip/qutip/pull/2935","No","None",""
"qutip/qutip#2956","qutip/qutip","2956","https://github.com/qutip/qutip/pull/2956","Yes","Positive",""
"qutip/qutip#2844","qutip/qutip","2844","https://github.com/qutip/qutip/pull/2844","No","None",""
"qutip/qutip#2920","qutip/qutip","2920","https://github.com/qutip/qutip/pull/2920","No","None",""
"qutip/qutip#2898","qutip/qutip","2898","https://github.com/qutip/qutip/pull/2898","Yes","Positive",""
"qutip/qutip#2979","qutip/qutip","2979","https://github.com/qutip/qutip/pull/2979","Yes","Positive",""
"searxng/searxng#6534","searxng/searxng","6534","https://github.com/searxng/searxng/pull/6534","Yes","Positive",""
"searxng/searxng#6266","searxng/searxng","6266","https://github.com/searxng/searxng/pull/6266","Yes","Negative",""
"searxng/searxng#6219","searxng/searxng","6219","https://github.com/searxng/searxng/pull/6219","Yes","Negative",""
"searxng/searxng#6092","searxng/searxng","6092","https://github.com/searxng/searxng/pull/6092","Yes","Negative","tick box but no ai"
"searxng/searxng#6045","searxng/searxng","6045","https://github.com/searxng/searxng/pull/6045","Yes","Negative",""
"searxng/searxng#6404","searxng/searxng","6404","https://github.com/searxng/searxng/pull/6404","Yes","Positive",""
"searxng/searxng#5960","searxng/searxng","5960","https://github.com/searxng/searxng/pull/5960","Yes","Negative",""
"searxng/searxng#6059","searxng/searxng","6059","https://github.com/searxng/searxng/pull/6059","No","None",""
"searxng/searxng#6473","searxng/searxng","6473","https://github.com/searxng/searxng/pull/6473","Yes","Negative",""
"searxng/searxng#6408","searxng/searxng","6408","https://github.com/searxng/searxng/pull/6408","Yes","Negative",""
"searxng/searxng#6571","searxng/searxng","6571","https://github.com/searxng/searxng/pull/6571","Yes","Positive","Cursor helped but checkbox ticked"
"searxng/searxng#6300","searxng/searxng","6300","https://github.com/searxng/searxng/pull/6300","Yes","Negative",""
"searxng/searxng#1484","searxng/searxng","1484","https://github.com/searxng/searxng/pull/1484","No","None",""
"searxng/searxng#6072","searxng/searxng","6072","https://github.com/searxng/searxng/pull/6072","No","None",""
"searxng/searxng#6253","searxng/searxng","6253","https://github.com/searxng/searxng/pull/6253","Yes","Negative",""
"searxng/searxng#6090","searxng/searxng","6090","https://github.com/searxng/searxng/pull/6090","Yes","Negative","conforms to AI policy checkbox"
"searxng/searxng#6483","searxng/searxng","6483","https://github.com/searxng/searxng/pull/6483","Yes","Negative",""
"searxng/searxng#6482","searxng/searxng","6482","https://github.com/searxng/searxng/pull/6482","Yes","Positive",""
"searxng/searxng#6286","searxng/searxng","6286","https://github.com/searxng/searxng/pull/6286","Yes","Negative",""
"searxng/searxng#5922","searxng/searxng","5922","https://github.com/searxng/searxng/pull/5922","Yes","Positive",""
"sympy/sympy#29918","sympy/sympy","29918","https://github.com/sympy/sympy/pull/29918","Yes","Positive",""
"sympy/sympy#30020","sympy/sympy","30020","https://github.com/sympy/sympy/pull/30020","Yes","Positive",""
"sympy/sympy#29810","sympy/sympy","29810","https://github.com/sympy/sympy/pull/29810","Yes","Negative",""
"sympy/sympy#30025","sympy/sympy","30025","https://github.com/sympy/sympy/pull/30025","No","None",""
"sympy/sympy#29824","sympy/sympy","29824","https://github.com/sympy/sympy/pull/29824","Yes","Positive",""
"sympy/sympy#29894","sympy/sympy","29894","https://github.com/sympy/sympy/pull/29894","Yes","Positive",""
"sympy/sympy#29294","sympy/sympy","29294","https://github.com/sympy/sympy/pull/29294","No","None",""
"sympy/sympy#30137","sympy/sympy","30137","https://github.com/sympy/sympy/pull/30137","Yes","Positive",""
"sympy/sympy#30301","sympy/sympy","30301","https://github.com/sympy/sympy/pull/30301","Yes","Positive",""
"sympy/sympy#30044","sympy/sympy","30044","https://github.com/sympy/sympy/pull/30044","Yes","Negative",""
"sympy/sympy#30296","sympy/sympy","30296","https://github.com/sympy/sympy/pull/30296","No","None",""
"sympy/sympy#28532","sympy/sympy","28532","https://github.com/sympy/sympy/pull/28532","Yes","Positive","written doc strings using AI"
"sympy/sympy#29943","sympy/sympy","29943","https://github.com/sympy/sympy/pull/29943","Yes","Positive",""
"sympy/sympy#30174","sympy/sympy","30174","https://github.com/sympy/sympy/pull/30174","Yes","Positive",""
"sympy/sympy#29626","sympy/sympy","29626","https://github.com/sympy/sympy/pull/29626","No","None",""
"sympy/sympy#29902","sympy/sympy","29902","https://github.com/sympy/sympy/pull/29902","Yes","Positive",""
"sympy/sympy#29744","sympy/sympy","29744","https://github.com/sympy/sympy/pull/29744","No","None",""
"sympy/sympy#30267","sympy/sympy","30267","https://github.com/sympy/sympy/pull/30267","Yes","Negative",""
"sympy/sympy#29253","sympy/sympy","29253","https://github.com/sympy/sympy/pull/29253","Yes","Positive",""
"sympy/sympy#29844","sympy/sympy","29844","https://github.com/sympy/sympy/pull/29844","Yes","Positive",""
"MDAnalysis/mdanalysis#5427","MDAnalysis/mdanalysis","5427","https://github.com/MDAnalysis/mdanalysis/pull/5427","Yes","Negative","""NO"""
"MDAnalysis/mdanalysis#5374","MDAnalysis/mdanalysis","5374","https://github.com/MDAnalysis/mdanalysis/pull/5374","Yes","Negative",""
"MDAnalysis/mdanalysis#5321","MDAnalysis/mdanalysis","5321","https://github.com/MDAnalysis/mdanalysis/pull/5321","Yes","Positive",""
"MDAnalysis/mdanalysis#5411","MDAnalysis/mdanalysis","5411","https://github.com/MDAnalysis/mdanalysis/pull/5411","Yes","Positive",""
"MDAnalysis/mdanalysis#5448","MDAnalysis/mdanalysis","5448","https://github.com/MDAnalysis/mdanalysis/pull/5448","Yes","Negative",""
"MDAnalysis/mdanalysis#5139","MDAnalysis/mdanalysis","5139","https://github.com/MDAnalysis/mdanalysis/pull/5139","No","None",""
"MDAnalysis/mdanalysis#5396","MDAnalysis/mdanalysis","5396","https://github.com/MDAnalysis/mdanalysis/pull/5396","No","Ambiguous","not removed yes/no"
"MDAnalysis/mdanalysis#5406","MDAnalysis/mdanalysis","5406","https://github.com/MDAnalysis/mdanalysis/pull/5406","Yes","Negative",""
"MDAnalysis/mdanalysis#5446","MDAnalysis/mdanalysis","5446","https://github.com/MDAnalysis/mdanalysis/pull/5446","Yes","Positive","changed from no to yes"
"MDAnalysis/mdanalysis#5389","MDAnalysis/mdanalysis","5389","https://github.com/MDAnalysis/mdanalysis/pull/5389","No","None",""
"MDAnalysis/mdanalysis#5394","MDAnalysis/mdanalysis","5394","https://github.com/MDAnalysis/mdanalysis/pull/5394","Yes","Negative",""
"MDAnalysis/mdanalysis#5423","MDAnalysis/mdanalysis","5423","https://github.com/MDAnalysis/mdanalysis/pull/5423","Yes","Negative",""
"MDAnalysis/mdanalysis#5424","MDAnalysis/mdanalysis","5424","https://github.com/MDAnalysis/mdanalysis/pull/5424","Yes","Negative",""
"MDAnalysis/mdanalysis#5366","MDAnalysis/mdanalysis","5366","https://github.com/MDAnalysis/mdanalysis/pull/5366","Yes","Negative",""
"MDAnalysis/mdanalysis#5425","MDAnalysis/mdanalysis","5425","https://github.com/MDAnalysis/mdanalysis/pull/5425","Yes","Negative",""
"MDAnalysis/mdanalysis#5409","MDAnalysis/mdanalysis","5409","https://github.com/MDAnalysis/mdanalysis/pull/5409","No","None","didnt remove yes/no"
"MDAnalysis/mdanalysis#5384","MDAnalysis/mdanalysis","5384","https://github.com/MDAnalysis/mdanalysis/pull/5384","No","None","didnt remove yes/no"
"MDAnalysis/mdanalysis#5452","MDAnalysis/mdanalysis","5452","https://github.com/MDAnalysis/mdanalysis/pull/5452","Yes","Negative",""
"MDAnalysis/mdanalysis#5402","MDAnalysis/mdanalysis","5402","https://github.com/MDAnalysis/mdanalysis/pull/5402","Yes","Negative",""
"MDAnalysis/mdanalysis#5267","MDAnalysis/mdanalysis","5267","https://github.com/MDAnalysis/mdanalysis/pull/5267","Yes","Positive",""
"kiali/kiali#9803","kiali/kiali","9803","https://github.com/kiali/kiali/pull/9803","Yes","Positive","Made with cursor"
"kiali/kiali#9702","kiali/kiali","9702","https://github.com/kiali/kiali/pull/9702","Yes","Positive",""
"kiali/kiali#9911","kiali/kiali","9911","https://github.com/kiali/kiali/pull/9911","No","None",""
"kiali/kiali#9777","kiali/kiali","9777","https://github.com/kiali/kiali/pull/9777","Yes","Positive",""
"kiali/kiali#10229","kiali/kiali","10229","https://github.com/kiali/kiali/pull/10229","Yes","Positive",""
"kiali/kiali#9791","kiali/kiali","9791","https://github.com/kiali/kiali/pull/9791","No","None",""
"kiali/kiali#9741","kiali/kiali","9741","https://github.com/kiali/kiali/pull/9741","Yes","Positive",""
"kiali/kiali#10066","kiali/kiali","10066","https://github.com/kiali/kiali/pull/10066","Yes","Positive",""
"kiali/kiali#9957","kiali/kiali","9957","https://github.com/kiali/kiali/pull/9957","Yes","Positive",""
"kiali/kiali#9654","kiali/kiali","9654","https://github.com/kiali/kiali/pull/9654","No","None",""
"kiali/kiali#10258","kiali/kiali","10258","https://github.com/kiali/kiali/pull/10258","No","None",""
"kiali/kiali#9750","kiali/kiali","9750","https://github.com/kiali/kiali/pull/9750","Yes","Positive",""
